selling_price,seller_type,Km_driven,owner_type,fuel_type,transmission_type,Mileage_KMpH,Engine_cc,max_power_bhp,Seats,No_year
1.8,200,83000,100,100,100,18.9,998,67.1,5,11
4.25,200,70000,100,100,100,15,1598,103.52,5,8
6.5,100,50000,100,100,100,19,1194,94.68,5,3
3.22,100,110000,100,100,100,17.57,1193,88.7,5,6
4,100,60000,100,200,100,22.9,1248,74,5,10
2.75,200,51000,100,100,100,17,1497,118,5,13
5.51,200,45665,100,200,100,19.87,1461,83.14,5,7
1.7,100,40000,100,100,100,19.7,796,46.3,5,11
2.35,100,100000,100,100,100,13.14,1798,157.8,5,12
2.5,100,70000,100,100,100,23.95,998,67.05,5,8
3.5,100,70000,100,100,100,18.6,1197,85.8,5,9
5.5,100,60000,100,200,100,20.5,1248,91.72,5,5
1.21,100,20000,100,100,100,16.2,995,62.1,5,8
4.8,100,50000,100,100,100,18.6,1197,81.83,5,6
6.9,200,30000,100,100,200,21.21,1197,81.8,5,5
3.7,200,105000,100,200,100,11.5,1991,147.9,7,14
6.7,100,60000,100,200,100,26.21,1248,88.5,5,7
2.5,100,50000,100,100,100,20.92,998,67.1,5,11
10.3,100,15000,100,100,100,17,1591,121.3,5,3
2.8,100,80000,100,200,100,19.09,1405,69.01,5,7
2.77,100,15000,100,100,100,15.5,1586,103.3,5,11
11.45,200,54000,100,200,200,20.58,1995,143,5,9
4.7,100,35000,100,100,100,18.6,1197,81.83,5,7
3.7,100,30000,100,100,100,20.4,1197,81.8,5,7
2.9,200,60000,100,100,100,19.4,1198,86.8,5,9
4.5,100,100000,100,100,200,23.1,998,67.04,5,4
2.75,200,58000,100,300,100,26.2,998,58.2,5,6
4.5,100,100000,100,200,100,21.64,1461,84.8,5,9
7.31,100,4000,100,100,200,21.21,1197,81.8,5,3
3.8,100,60000,100,100,100,20.51,998,67.04,5,6
7.5,100,90000,100,200,100,23.59,1364,67.05,5,5
1,100,70000,100,100,100,15.3,1193,65.3,5,15
9,100,60000,100,200,100,21.5,1497,108.5,5,4
5,200,34000,100,100,100,18,1198,86.7,5,6
3.3,100,42000,100,100,100,20.63,1198,67.06,5,5
14,100,60000,100,200,100,17.6,2179,153.86,7,4
5.4,100,80000,100,200,100,22.32,1582,126.3,5,9
3.7,200,56000,100,100,100,19.1,1197,82,5,7
7.25,200,35200,100,100,200,14.7,1496,120.69,5,6
7.65,300,3700,100,100,100,18.6,1197,81.86,5,2
3.8,100,25000,100,100,100,20.51,998,67.04,5,6
6.21,200,50000,100,200,100,15.1,2179,140,7,9
6,100,15000,100,100,100,21.21,1197,81.8,5,3
11.3,100,30000,100,100,100,17,1197,110,5,3
6.7,100,35000,100,100,100,21.21,1197,81.8,5,2
3.5,100,70000,100,200,100,25.8,1498,98.6,5,7
5.3,100,84003,100,200,100,26.59,1248,74,5,7
8.5,200,55000,100,200,100,16.55,2498,105,6,5
2.6,200,42000,100,300,100,33.44,796,40.3,4,6
2.45,200,45000,100,100,200,16.98,998,66.1,5,11
2.3,200,31000,100,100,100,20.92,998,67.1,5,9
2.7,100,103685,100,100,100,14.53,1798,138.1,5,13
4.75,200,80000,100,200,100,22.7,1498,89.84,5,9
7.5,100,6000,100,100,100,17,1198,108.5,5,3
6.8,100,100000,100,200,100,22.95,1248,73.97,5,4
3.8,200,54303,100,100,100,16.78,1496,88.73,5,8
4.99,200,65000,100,200,100,17.2,1968,138.1,5,9
5.25,200,30000,100,100,100,18.7,1199,88.7,5,5
5.35,100,10000,100,100,100,18.6,1197,81.83,5,8
4.85,200,62150,100,100,100,23.26,1197,88.5,5,6
7.45,200,47300,100,200,100,15.1,2179,140,7,7
4.75,200,63000,100,200,100,25.83,1498,99,5,7
3,100,80000,100,200,100,24,1120,70,5,8
3.25,200,58000,100,100,200,17.97,1498,99.6,5,9
3.35,200,44000,100,100,100,17.6,1496,88.73,5,10
2.99,200,71000,100,100,100,24.7,796,47.3,5,6
6.95,200,52000,100,200,100,24.52,1248,88.5,7,5
3,100,90000,100,200,100,21.64,1461,84.8,5,10
4,100,70000,100,100,100,18.5,1197,82.85,5,9
6.5,100,20000,100,100,100,20.7,1197,81.86,5,2
4.55,100,70000,100,200,100,24,1120,70,5,7
5,100,90000,100,200,100,21.43,1364,87.2,5,10
1.5,100,100000,100,100,100,18.9,1061,67,5,14
5.5,100,50000,100,100,100,17.8,1198,86.7,5,4
5,200,67000,100,200,100,22.54,1396,88.73,5,7
3.65,200,70000,100,200,100,22.32,1582,126.3,5,9
7.75,200,21100,100,100,200,18.1,1199,88.7,5,3
3.1,100,50000,100,100,100,18.9,1197,82,5,7
9.95,300,27594,100,100,100,18.27,998,118.35,5,3
1.9,100,70000,100,100,100,19.81,1086,68.05,5,10
9.06,100,25000,100,100,100,17.5,1199,88.7,5,3
7.85,100,35000,100,200,100,23,1498,98.96,5,5
2.35,200,11266,100,100,100,20.92,998,67.1,5,11
12,200,12005,100,100,200,17.99,1462,103.2,6,3
4,100,119000,100,100,100,17,1497,118,5,11
14.9,200,3500,100,100,200,16.8,1497,113.4,5,2
5.35,200,11000,100,100,100,21.4,1197,83.1,5,3
5.9,200,47612,100,200,100,21.13,1498,108.6,5,6
2.35,100,41000,100,100,100,25.17,799,53.3,5,6
12.5,200,21000,100,100,100,15.8,1591,121.3,5,3
3,100,120000,100,100,100,20.51,998,67.04,5,7
2.2,100,60000,100,100,100,18.6,1199,79.4,5,9
6.15,100,10000,100,100,100,21.21,1197,81.8,5,2
2.5,100,50000,100,100,100,25.17,799,53.3,5,6
9.25,200,42000,100,200,100,16,2179,140,7,7
4.7,100,10000,100,100,100,17.57,1193,88.7,5,6
7.25,200,14000,100,200,100,19.3,1248,73.9,5,3
3.5,100,10000,100,100,100,23.01,999,67,5,4
3.6,100,70000,100,100,100,20.51,998,67.04,5,5
7,100,70000,100,200,100,25.1,1498,98.6,5,7
1.7,200,37600,100,100,100,18.2,998,67.1,5,14
13,100,50000,100,200,200,15.1,2179,152.87,7,4
2.85,200,64471,100,100,100,15.26,1598,103.5,5,11
5.5,100,20000,100,100,200,20.89,1197,81.8,5,4
3.8,100,120000,100,200,100,13.49,2179,138.03,5,6
5.27,200,33869,100,100,100,17.8,1198,86.7,5,5
2,100,90000,100,200,100,20.4,1248,91.2,5,13
3.84,100,70000,100,100,100,19.1,1197,85.8,5,8
2.1,100,67000,100,100,100,20.36,1197,78.9,5,13
2.8,200,65000,100,200,100,21.1,1248,73.9,5,10
5,100,50000,100,200,100,25.2,1248,74,5,7
10.5,100,40000,100,200,100,21.43,1364,87.2,5,7
2.1,100,20000,100,100,100,22.7,799,53.64,5,4
4.25,200,57000,100,100,100,17.01,1591,121.3,5,10
4.95,100,80000,100,200,200,28.4,1248,74.02,5,4
2.2,100,50000,100,100,100,24.7,796,47.3,5,6
7.15,200,60000,100,100,200,19.12,1373,91.1,5,5
18,200,21000,100,200,200,17.68,1968,174.33,5,8
2.6,100,48000,100,100,100,18.06,1198,74.96,5,9
3.5,100,5000,100,100,100,22.05,796,47.3,5,2
3,100,25000,100,100,100,25.17,799,53.3,5,3
1.68,100,100000,100,100,100,20.92,998,67.1,5,12
3.5,100,120000,100,200,100,19.3,1248,73.9,5,10
1.05,100,50000,100,200,100,17.2,1396,53.5,5,14
4.8,100,76300,100,200,100,22.32,1582,126.32,5,9
4,100,10000,100,100,200,24.04,999,67,5,3
4.95,200,36000,100,100,100,18.9,1197,81.86,5,3
4.2,100,26000,100,100,100,18.15,1198,82,6,6
5.31,100,100000,100,200,100,23.4,1248,74,5,4
6.8,100,60000,100,200,100,13.49,2179,138.03,5,5
8,100,4000,100,100,100,17,1497,121.36,5,3
5.5,100,86000,100,200,100,26.59,1248,74,5,7
4.65,200,81000,100,200,100,20.54,1598,103.6,5,10
1.85,200,41321,100,100,100,19.7,796,46.3,5,10
3.4,200,75000,100,100,100,16.9,1497,100,5,13
1.35,200,113000,100,100,100,21.79,998,67.05,5,13
12.25,200,15000,100,200,200,19.08,1582,126.2,5,4
4.39,200,16942,100,100,100,18,1198,86.7,5,7
4.65,200,29484,100,100,100,18.7,1199,88.7,5,6
5.3,100,84405,100,200,100,26.59,1248,74,5,7
6.5,100,30000,100,100,100,21.21,1197,81.8,5,5
5.25,100,14838,100,100,100,22,1197,81.8,5,5
8.85,300,31318,100,100,100,17.8,1497,117.3,5,4
1.2,200,63000,100,100,100,21.79,998,67.05,5,15
8.6,100,120000,100,200,100,12.99,2494,100,7,10
8.1,100,50000,100,200,100,24.3,1248,88.5,5,6
4.1,100,74600,100,200,100,19.3,1248,73.9,5,10
1.75,100,80000,100,200,100,13.93,2179,138.1,7,13
4,200,66000,100,100,100,20.85,1197,83.14,5,7
8.75,200,31543,100,100,100,16.8,1497,116.3,5,4
4.5,100,60000,100,200,100,25.2,1248,74,5,8
1.65,200,10382,100,200,100,25,1396,69,5,12
7,100,50000,100,200,100,25.1,1498,98.6,5,7
3.5,100,60000,100,100,100,17.5,1197,85.8,5,10
4,100,83000,100,200,100,25,1396,69.01,5,8
4.6,100,18000,100,100,100,21.63,998,67,5,4
2.2,100,35000,100,100,100,20.92,998,67.1,5,11
9.9,200,48000,100,200,100,19.67,1582,126.2,5,5
9.5,100,50000,100,200,100,15.4,1997,120,7,6
2.2,100,20000,100,300,100,15.1,1196,73,5,10
9,100,50000,100,200,100,16.55,2498,105,6,4
5.75,200,53837,100,100,200,16.93,1197,103.2,5,7
4.75,100,32000,100,100,100,18.6,1197,85.8,5,9
6.6,200,1784,100,100,100,20,999,71,7,2
5.75,200,98955,100,200,200,13.2,1995,170,5,11
6.25,200,52000,100,200,100,12.99,2494,100,7,9
12.5,200,39000,100,100,200,13,1591,121.3,5,4
4.25,200,78000,100,200,100,25.32,1198,77,6,6
4.6,100,58000,100,100,100,19.44,1198,67,7,6
2,100,60000,100,100,100,16.47,1198,73.9,5,12
2.11,200,76000,100,100,100,20.92,998,67.1,5,9
3.6,100,5000,100,100,100,19.49,1198,67.04,5,5
6,100,51000,100,200,100,20.77,1248,88.76,7,7
2.2,200,55780,100,100,100,20.92,998,67.1,5,11
8.8,100,100000,100,200,100,15.4,1997,120,7,5
2.4,200,73000,100,100,100,19.81,1086,68.05,5,10
4.35,200,42000,100,200,100,27.28,1047,69,5,5
1.1,200,52235,100,100,100,19.7,796,46.3,5,15
4.5,200,56000,100,200,100,20.45,1461,83.8,5,8
2.5,200,37000,100,100,100,20.92,998,67.1,5,10
3.85,100,70000,100,200,100,23.4,1248,74,5,9
4,100,138000,100,200,100,23.4,1248,74,5,9
4.8,100,22000,100,300,100,21.94,1196,61.7,5,4
4,300,41604,100,100,100,18,1198,86.7,5,7
6.5,200,70000,100,200,100,26.32,1498,93.87,5,5
8.8,200,39884,100,200,100,23,1498,98.96,5,5
2.95,200,40000,100,100,100,22.5,999,67,5,5
8,100,27000,100,200,100,16.55,2498,105,6,7
1.5,200,67000,100,100,100,19.81,1086,68.05,5,13
5.5,100,25000,100,100,200,18.1,1199,88.7,5,4
3.25,200,75000,100,200,100,25.8,1498,98.6,5,9
5.7,200,58000,100,200,100,23,1498,98.96,5,7
3.06,100,22000,100,100,100,23.01,999,67,5,4
4.15,200,62000,100,100,200,23.1,998,67.04,5,6
3,200,41000,100,100,100,18.6,1197,85.8,5,10
4.7,200,32000,100,100,100,16.47,1198,74,5,7
4.3,200,65000,100,200,100,20.77,1248,88.76,7,10
3.15,100,10000,100,100,100,23.95,998,67.05,5,6
5.49,200,55000,100,200,100,26,1498,98.6,5,8
4.75,200,47000,100,100,100,22,1197,81.8,5,6
5.5,100,60000,100,200,100,18.49,1493,100,7,7
1.4,100,75000,100,100,100,13.8,1299,70,5,16
4.1,100,144000,100,200,100,26,1498,98.6,5,8
7.95,200,20500,100,100,200,19.12,1373,91.1,5,6
8.2,100,30000,100,200,100,22.54,1396,88.73,5,6
3.7,100,68000,100,100,100,19.83,1198,67,5,4
3.5,100,90000,100,200,100,25.2,1248,74,5,8
5.35,300,14499,100,100,100,22,1197,81.8,5,3
10.5,200,34000,100,100,200,18.15,998,118.35,5,3
4,100,17500,100,200,100,27.28,1047,69,5,6
2.75,200,39900,100,300,100,15.1,1196,73,5,7
4,100,90000,100,200,100,23.4,1248,74,5,9
7.4,100,70000,100,200,100,25.1,1248,88.5,5,5
5.5,100,40000,100,100,100,19.1,1197,85.8,5,8
5.1,100,10000,100,100,100,18.9,1197,81.86,5,4
8,100,10000,100,100,200,21.4,1197,83.1,5,4
5.92,100,30000,100,100,100,21.21,1197,81.8,5,3
7.85,200,4717,100,100,200,19,1199,88.76,5,3
6.25,100,30000,100,100,100,20.73,1373,91.1,5,6
2.05,200,75150,100,100,100,19,998,66.1,5,11
1.24,100,40000,100,100,100,18.2,998,67.1,5,14
6.2,100,90000,100,200,100,28.4,1248,74,5,5
5.7,100,100000,100,200,100,26,1498,98.6,5,8
11,100,71000,100,200,100,19.67,1582,126.2,5,4
7,100,60000,100,100,100,17.3,1497,117.3,7,6
5.25,200,61000,100,100,100,15.8,1499,110,5,7
3.2,200,58000,100,100,100,16.7,1198,88.8,5,10
2.45,100,50000,100,200,100,20.4,1248,91.7,5,10
5.25,200,23000,100,200,100,27.3,1498,98.6,5,6
5.95,200,48000,100,100,100,14.28,1798,138.03,5,9
2.75,100,20000,100,100,100,23.95,998,67.05,5,7
5.9,200,56000,100,200,200,19.5,1582,126.24,5,9
5.1,200,33000,100,200,100,27.39,1248,74,5,6
5.85,200,100000,100,200,100,15.1,2179,140,7,10
3,100,30000,100,200,100,25.44,936,56.3,5,8
4,100,60000,100,200,100,23.4,1248,74,5,8
2.65,200,55171,100,100,100,18.06,1198,74.93,5,10
7,200,70333,100,100,100,17.8,1497,117.3,5,6
5,100,90000,100,100,100,18.6,1197,81.83,5,5
2.2,100,110000,100,200,100,25.44,936,57.6,5,9
5.68,100,120000,100,200,100,26.59,1248,74,5,6
10,100,5000,100,100,200,17.8,1496,105.5,5,3
12.75,200,39000,100,200,100,16.36,2179,140,7,4
4.75,100,25000,100,100,100,18.6,1197,81.83,5,7
3.5,100,92000,100,100,100,13.14,1798,157.8,5,11
3.95,200,51000,100,200,100,20.14,1498,88.8,5,8
4.5,100,35000,100,200,100,27.28,1047,69,5,5
4.95,200,24000,100,100,100,21.63,998,67.04,5,4
5,100,70000,100,200,100,19.01,1461,108.45,5,9
9,100,140000,100,200,100,15.4,2179,120,7,7
6.5,100,135000,100,200,100,18.49,1493,100,7,6
1.75,100,50000,100,100,100,21.1,814,55.2,5,9
7.1,200,36000,100,200,100,24.3,1248,88.5,5,5
4,100,110000,100,100,100,23.84,1199,84,5,4
4.7,100,1000,100,100,100,23.84,1199,84,5,5
7.95,200,24525,100,200,100,24.3,1248,88.5,5,4
7.85,100,32440,100,100,100,17.4,1497,117.6,5,5
6.5,100,40000,100,200,100,21.66,1498,108.62,5,4
2.5,100,70000,100,100,100,19.81,1086,68.05,5,11
2.7,100,30000,100,100,100,22.5,999,67,5,4
7.5,100,20000,100,200,100,18.49,1493,100,7,5
9.14,100,23268,100,200,100,22.27,1498,108.6,5,4
10.15,200,73324,100,200,100,21.43,1364,87.2,5,7
1.65,100,60000,100,200,100,20.3,1248,75,5,10
2.6,200,67000,100,300,100,32.52,998,58.33,5,9
1.75,200,85000,100,100,100,13.2,1495,94,5,14
5.4,100,50000,100,100,100,21.21,1197,81.8,5,4
6.2,100,40000,100,200,100,16.55,2498,105,6,6
15.5,200,56000,100,200,200,16.55,1968,147.51,5,8
3.5,200,60000,100,100,100,17,1497,118,5,11
3,100,10000,100,100,100,23.95,998,67.05,5,6
5.5,100,110000,100,200,100,25.1,1498,98.6,5,8
2,200,67000,100,100,100,18.6,1199,76.8,5,8
12.7,100,30000,100,200,100,16.36,2179,140,7,3
7.4,100,20000,100,100,100,19.34,1462,103,7,3
4.5,100,15000,100,100,100,23.84,1199,84,5,4
7.5,100,15000,100,100,200,15.74,1591,121.3,5,5
5.2,100,90000,100,200,100,25.2,1248,74,5,7
3.45,300,73695,100,100,100,18.6,1197,85.8,5,9
2.2,100,70000,100,200,100,16,1489,63.9,5,11
2.15,100,100000,100,100,100,19.81,1086,68.05,5,13
3.7,100,10000,100,100,100,16.2,1599,103.2,5,12
2.3,300,14971,100,100,100,22.74,796,47.3,5,8
10.75,200,16000,100,100,100,17.4,1497,117.6,5,3
5.5,200,64000,100,200,100,24.4,1499,98.96,5,4
4.5,100,60000,100,200,100,20.45,1461,83.8,5,9
6,100,25000,100,200,100,24.7,1047,69,5,5
5.25,200,37006,100,200,100,26.21,1248,88.5,5,7
3.5,100,50000,100,100,100,20.51,998,67.04,5,8
1.8,100,8000,100,100,100,18,995,62,5,13
2.55,200,94000,100,200,100,19.3,1248,73.9,5,13
8.9,200,93469,100,200,100,15.4,2179,120,7,7
15,100,20000,100,200,100,16,2179,140,7,4
3.3,200,38546,100,100,100,20.51,998,67.04,5,7
8.5,100,18000,100,100,200,14.84,1598,103.2,5,5
3.35,200,34500,100,100,100,15.6,1196,70,5,7
6.1,200,43000,100,100,200,21.21,1197,81.8,5,4
1.2,100,40000,100,200,100,17,1405,71,5,12
8.34,100,20000,100,100,200,21.4,1197,83.1,5,4
1.7,100,100000,100,200,100,20,1399,68,5,11
9,100,40000,100,200,100,24.3,1248,88.5,5,4
4.5,100,120000,100,200,100,26,1498,98.6,5,8
9,100,25000,100,100,200,18.69,1462,103,7,3
3.9,100,112000,100,200,100,19.68,1399,67,5,9
3.6,100,98000,100,100,100,15.04,1598,103.6,5,11
5.3,200,66000,100,100,100,16,1198,90,5,6
10,100,60000,100,200,100,19.67,1582,126.2,5,4
2.5,100,60000,100,300,100,20,1196,63,5,7
3.5,100,100000,100,200,100,20.5,1248,91.7,5,6
3.9,200,35000,100,100,100,21.5,1197,81.8,5,6
1.3,100,80000,100,100,100,13.9,1599,103.2,5,14
7,100,80000,100,200,100,21.64,1461,84.8,5,5
4.5,100,100000,100,200,100,26.59,1248,74,5,5
13.85,200,35400,100,200,200,14.84,2143,167.62,5,9
2.85,100,68500,100,200,100,23,1248,88.7,5,7
4.95,200,37000,100,100,100,18.6,1197,85.8,5,6
3.1,200,42289,100,100,100,19.4,1198,86.8,5,9
8,100,10000,100,100,100,17.5,1199,88.7,5,5
2.6,100,40000,100,100,100,23.01,999,67,5,5
4.6,100,60000,100,100,100,18.9,1197,82,5,6
4.5,100,100000,100,200,100,21.9,1396,88.76,5,8
4.3,100,100000,100,200,100,19.68,1399,67,5,8
1.05,200,55000,100,100,100,18.9,1061,67,5,15
5.25,200,67000,100,200,100,22.77,1498,98.59,5,6
3.41,100,10000,100,100,200,24.04,999,67,5,5
7.75,200,20699,100,100,100,15.29,1591,121.3,5,6
3.2,100,89000,100,200,100,25.8,1498,98.6,5,8
5.99,200,59000,100,100,200,14.3,1598,103.6,5,5
2.2,100,35000,100,100,100,15.7,1172,67,5,12
5.1,200,68791,100,200,100,25.2,1248,74,5,5
3,100,10300,100,100,100,24.7,796,47.3,5,3
11,100,25000,100,200,100,25.47,1248,88.5,7,3
2.6,200,68001,100,200,100,23.2,1248,73.94,5,9
4.35,200,36000,100,100,100,17.5,1197,85.8,5,8
3.2,100,60000,100,100,100,16,1198,90,5,11
3.5,100,25000,100,100,100,23.95,998,67.05,5,6
14.9,200,90000,100,100,200,10.1,2354,152,5,5
5.5,100,70000,100,200,100,23.4,1248,74,5,9
5.25,100,90000,100,200,100,23.9,1582,126.2,5,7
4.15,100,96000,100,200,100,22.32,1582,126.32,5,10
3.89,200,62000,100,100,100,18.5,1197,85.8,5,7
2,100,90000,100,100,100,22.74,796,47.3,5,7
3.1,100,80000,100,200,100,23.08,1461,63.12,5,8
6.95,200,41000,100,100,100,16.02,1373,93.7,7,5
1.6,100,30000,100,100,100,19.81,1086,68.05,5,14
2.35,200,29000,100,100,100,20.36,1197,78.9,5,11
3,100,59000,100,100,100,18.9,998,67.1,5,10
6,100,12000,100,100,100,17.19,1197,81.86,5,4
1.8,100,60000,100,100,100,15.64,1193,64.1,5,11
3.57,200,45874,100,300,100,26.6,998,58.16,5,4
3.2,100,100000,100,200,100,25.8,1498,98.6,5,6
2.5,100,10000,100,200,100,20,1399,68,5,11
4.5,200,81000,100,100,100,14.53,1798,138.1,5,10
3.3,100,22000,100,200,100,22.07,1199,74,5,8
7.7,200,40000,100,100,200,19.12,1373,91.1,5,5
4.5,200,67000,100,200,100,21.43,1364,87.2,5,10
11.4,100,25000,100,100,100,17,1197,110,5,3
1.1,200,35000,100,100,100,18.2,998,67.1,5,15
7,100,40000,100,100,100,15.85,1499,110.4,5,5
4.8,100,65000,100,200,100,23.4,1248,74,5,9
4,100,50000,100,200,100,17.21,1493,100,7,9
6,100,45000,100,100,100,18.6,1197,81.83,5,5
5,100,35000,100,200,100,24.4,1120,71,5,8
4.1,200,80000,100,200,100,25.2,1248,74,5,8
7.5,100,60000,100,200,100,26,1498,98.6,5,6
5.1,200,38819,100,100,100,21.4,1197,83.1,5,7
8.75,200,5700,100,100,100,17.5,1199,88.7,5,3
4.1,100,30000,100,100,100,19.69,1198,67.04,5,5
5.65,200,24000,100,100,100,21.4,1197,83.1,5,5
2.95,100,50000,100,100,100,20.51,998,67.04,5,8
1.8,100,100000,100,200,100,25,1396,69.01,5,9
3.8,100,35000,100,100,100,23.84,1199,84,5,5
3.7,100,60000,100,100,100,19.1,1197,82,5,6
4.5,200,59867,100,200,100,22.32,1582,126.32,5,9
4.2,100,8400,100,100,100,21.7,998,67,5,3
3.6,100,9000,100,100,200,23.1,998,67.04,5,8
4.25,100,17000,100,100,200,23.1,998,67.04,5,7
2.5,100,94000,100,200,100,13.93,2179,138.03,7,10
2.9,100,35000,100,200,100,22.07,1199,73.9,5,10
6.4,200,25000,100,100,100,18.6,1199,88.76,5,3
7,100,90000,100,200,100,15.1,2179,140,7,9
5.5,100,40000,100,200,100,26.59,1248,74,5,6
3,100,78916,100,200,100,23.4,1248,74,5,8
9,100,19000,100,100,100,17,1591,121.3,5,5
2.4,100,75900,100,100,100,16.1,1298,88.2,5,14
6.55,200,33230,100,100,100,18.6,1197,81.83,5,5
2.9,100,58000,100,100,100,18.16,1196,86.8,5,7
4.25,100,17000,100,100,100,18.9,1197,82,5,5
3.8,200,114605,100,100,100,19.1,1197,85.8,5,8
12.5,100,19000,100,200,100,20.8,1493,113.4,5,3
1.1,100,40000,100,100,100,15.7,1172,67,5,13
8.84,100,35000,100,200,100,24.3,1248,88.5,5,5
8,100,50000,100,200,100,16.5,1493,70,7,4
5.8,200,74000,100,100,100,16.9,1497,100,5,9
1.9,100,70000,100,200,100,23.03,1396,69,5,11
5,200,6000,100,100,100,20.52,1197,81.8,5,3
5.4,100,40000,100,100,100,18.9,1197,82,5,8
3,100,70000,100,100,100,20.62,1198,67,7,7
6.4,100,10000,100,100,100,21.21,1197,81.8,5,3
8.75,200,34000,100,200,200,24.3,1248,88.5,5,4
7.5,100,39000,100,200,100,24.3,1248,88.5,5,5
5.8,100,110000,100,200,100,25.4,1186,73.97,5,4
5.35,100,10000,100,100,100,23.84,1199,83.83,5,2
2.62,200,66000,100,100,100,17,1497,118,5,13
5.91,200,38000,100,200,100,28.09,1248,88.5,5,6
3.5,100,110000,100,200,100,21.9,1396,88.76,5,9
7.2,100,25000,100,100,100,17.5,1373,91.1,7,4
10.5,100,40000,100,200,100,22.1,1396,88.7,5,4
10,100,61000,100,200,200,15.2,1968,140.8,5,11
3.8,100,63000,100,200,100,27.28,1047,69,5,4
8.5,200,7980,100,200,100,24.3,1248,88.5,5,3
2.25,100,30000,100,100,100,22.74,796,47.3,5,6
5.6,200,45000,100,200,100,28.4,1248,74,5,5
1.2,100,43000,100,100,100,15.4,1590,94,5,16
8.75,200,6507,100,100,200,17,1198,108.5,5,3
5.9,100,8000,100,100,100,18.16,1196,86.8,5,4
2.7,100,120000,100,200,100,17.5,1396,70,5,14
8,100,60000,100,200,100,20.37,1461,108.45,5,5
4.4,200,51000,100,100,100,16.8,1497,116.3,5,10
3.5,100,114183,100,100,100,21.79,998,67.05,5,7
6.5,100,15000,100,100,200,20.7,1197,81.86,5,2
15.5,200,57000,100,100,200,14.28,1798,138.03,5,4
2.6,200,75000,100,100,100,17,1497,118,5,13
5.3,100,50000,100,200,100,22.71,1461,84.8,5,4
4.17,100,45000,100,200,100,22.95,1248,74,5,3
4.05,100,50000,100,100,100,18.9,1197,82,5,7
2.1,100,120000,100,200,100,19.09,1396,69,5,14
1.65,100,50000,100,100,100,16.1,796,37,4,9
11.8,100,100000,100,200,200,16,1997,140,7,6
9.7,100,50000,100,200,100,15.4,2179,120,7,5
12,200,60100,100,100,200,14.28,1798,138.03,5,6
1.65,100,120000,100,200,100,19.3,1248,73.9,5,14
6.5,200,55000,100,100,100,17.8,1497,117.3,5,6
12.45,200,43500,100,100,200,14.62,1999,149.92,5,5
6.8,200,70000,100,200,100,24.3,1248,88.5,5,6
5,100,120000,100,200,100,22.9,1248,74,5,10
3.38,100,25000,100,100,100,19.49,1198,67.04,5,8
2,100,70000,100,100,100,20.36,1197,78.9,5,10
2.75,200,53000,100,100,100,20.51,998,67.04,5,11
4,100,20000,100,100,200,19.34,1198,76,5,6
8.9,200,5000,100,200,100,23.7,1493,98.6,5,2
3.6,200,58000,100,200,100,22.32,1582,126.3,5,9
6.2,200,15000,100,100,100,18.6,1197,81.86,5,3
3.6,200,55000,100,100,100,18.9,1197,82,5,7
2.6,100,10000,100,100,100,22.7,799,53.64,5,3
6.5,200,46122,100,100,200,22,1197,81.8,5,5
4.5,100,140000,100,200,100,17.67,1968,138.08,5,12
6.81,200,74962,100,200,100,24.3,1248,88.5,5,6
2.15,100,40000,100,100,100,15.37,1196,73,7,7
2.25,100,70000,100,100,100,17.92,1086,62.1,5,12
4,200,60000,100,200,100,20.77,1248,88.8,7,9
5.85,300,23256,100,100,100,17,1497,121.36,5,6
2.5,100,50000,100,100,100,21.1,814,55.2,5,9
2.5,100,25000,100,100,100,21.1,814,55.2,5,7
5.25,100,84000,100,200,100,24.3,1248,88.5,5,6
4.4,200,56308,100,200,100,20.45,1461,83.8,5,7
18.5,200,57000,100,200,200,17.9,2143,136,5,7
5.01,100,46000,100,200,100,26,1498,98.6,5,8
9,100,90000,100,200,100,15.4,2179,120,7,6
1.3,100,60000,100,100,100,16.1,796,37,4,13
3.25,100,120000,100,100,100,19,1197,85.8,5,5
5.2,100,70000,100,200,100,23.65,1248,88.5,5,7
2,100,25000,100,100,100,21.1,814,55.2,5,8
5.25,100,15000,100,100,100,18.9,1197,81.86,5,4
6,100,15000,100,100,100,23.84,1199,84,5,3
4.25,200,52000,100,100,100,15,1598,103.5,5,9
5.26,200,39000,100,100,100,18.6,1197,81.83,5,7
3.24,200,73100,100,200,100,25.8,1498,98.6,5,9
1.25,200,104801,100,100,100,18.2,1061,64,5,14
5.65,200,49000,100,200,100,28.09,1248,88.5,5,7
5,100,100000,100,200,100,22.32,1582,126.3,5,9
3.85,200,50000,100,100,100,23.26,1197,88.5,5,7
7,100,66900,100,200,100,20.14,1498,88,5,5
10.95,200,46000,100,100,200,13,1591,121.3,5,5
5.5,100,40000,100,100,100,22,1197,81.8,5,4
3,100,28400,100,100,100,20.36,1197,78.9,5,12
18,200,4800,100,100,100,15.81,1451,141,5,2
3.1,200,62000,100,100,100,16.47,1198,73.9,5,10
4,100,120000,100,200,100,22.95,1248,74,5,6
7.8,100,25000,100,100,100,17.01,1591,121.3,5,6
4.5,200,45864,100,100,100,20.4,1197,83.11,5,7
5.51,200,13433,100,100,100,17.8,1198,86.7,5,6
6,100,35000,100,200,100,22.54,1396,88.73,5,7
4.1,100,5000,100,100,100,20.3,1086,68,5,3
5.75,200,32400,100,100,100,22,1197,81.8,5,4
